currency,nodes,wallets,miners,transactions,interval,shards,average block time,block size,messages,mode,tps,no. of blocks generated,blocktime in configuration file,sig_scheme,broadcast_protocol,shard_comm_protocol,verify_mode,seed,conflict_check,broadcast_cpu_seconds,hop_p50,hop_p90,hop_p99,hop_max
memo,1000,131072000,1000,131072000,0.01,128,0.32925597411859625,131072,13406904,sharded,396384.14564648207,1000,0.29296875,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.592216549265016,131072,12958126,sharded,220397.60989791443,1000,0.5859375,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.594474080730162,131072,11341710,sharded,219546.86374163735,1000,0.5859375,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.5928103705634563,131072,11790610,sharded,220076.64925968891,1000,0.5859375,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.5926464925135714,131072,13496686,sharded,220203.1626754486,1000,0.5859375,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,0.5913379458442704,131072,13406904,sharded,220706.02591495196,1000,0.5859375,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1089.4321459064868,131072,12958126,sharded,119.80839053670046,1000,1200.0,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1089.8302151794896,131072,11341710,sharded,119.75711278889881,1000,1200.0,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1092.4678600494929,131072,11790610,sharded,119.42110589330244,1000,1200.0,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1089.0167137515639,131072,13496686,sharded,119.83528843228702,1000,1200.0,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,1086.9471660970241,131072,13406904,sharded,120.0719336420351,1000,1200.0,ed25519,gossip,direct,shard,4,nonce_hash_set,1274.9000000000362,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,136.22925771219886,131072,12958126,sharded,958.1136548196291,1000,150.0,ed25519,gossip,direct,shard,0,nonce_hash_set,1265.9300000000342,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,136.2800674732862,131072,11341710,sharded,957.6963265415443,1000,150.0,ed25519,gossip,direct,shard,1,nonce_hash_set,1117.7600000000105,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,136.6077547331114,131072,11790610,sharded,955.02426092051,1000,150.0,ed25519,gossip,direct,shard,2,nonce_hash_set,1162.6600000000133,2,2,2,3
memo,1000,131072000,1000,131072000,0.01,128,136.17753098948157,131072,13496686,sharded,958.3272001757771,1000,150.0,ed25519,gossip,direct,shard,3,nonce_hash_set,1252.440000000036,2,2,2,3
