currency,nodes,wallets,miners,transactions,interval,shards,average block time,block size,messages,mode,tps,no. of blocks generated,blocktime in configuration file
memo,1000,1000,1000,1000,0.01,4,148.04063057816848,2048,492423,sharded,13.820461092745754,489,150.0
memo,1000,1000,1000,1000,0.01,4,306.66098027195164,2048,492423,sharded,6.671829501218935,489,300.0
memo,1000,1000,1000,1000,0.01,4,75.62781873657704,2048,492423,sharded,27.05340189934093,489,75.0
memo,1000,1000,1000,1000,0.01,4,37.30978044908443,1024,983839,sharded,27.460398884604153,977,37.5
memo,1000,1000,1000,1000,0.01,4,1172.0399044922344,1024,983839,sharded,0.8741523641831361,977,1200.0
memo,1000,1000,1000,1000,0.01,4,19.232966425815274,1024,983839,sharded,53.27006925222322,977,18.75
memo,1000,1000,1000,1000,0.01,4,75.93791125536583,1024,983839,sharded,13.491830845643243,977,75.0
memo,1000,1000,1000,1000,0.01,4,5.084690357789036,1024,983839,sharded,201.4953480617378,977,4.6875
memo,1000,1000,1000,1000,0.01,4,9.361783792004916,1024,983839,sharded,109.43870059291858,977,9.375
memo,1000,1000,1000,1000,0.01,4,293.36302507562124,1024,983839,sharded,3.4924014475401735,977,300.0
memo,1000,1000,1000,1000,0.01,4,149.90926990098288,1024,983839,sharded,6.8344102676611485,977,150.0
memo,1000,1000,1000,1000,0.01,4,603.3165316291514,1024,983839,sharded,1.6981822968819829,977,600.0
memo,1000,1000,1000,1000,0.01,8,13.871630670576991,262144,4060,sharded,18022.466567703188,4,9.375
memo,1000,1000,1000,1000,0.01,8,140.60991720555484,262144,4060,sharded,1777.9755864199003,4,150.0
memo,1000,1000,1000,1000,0.01,8,449.39256449920623,262144,4060,sharded,556.308714806165,4,600.0
memo,1000,1000,1000,1000,0.01,8,353.73981717920293,262144,4060,sharded,706.7369514508192,4,300.0
memo,1000,1000,1000,1000,0.01,8,86.83062270876462,262144,4060,sharded,2879.180088786408,4,75.0
memo,1000,1000,1000,1000,0.01,8,23.057896879705496,262144,4060,sharded,10842.315815022983,4,18.75
memo,1000,1000,1000,1000,0.01,8,13.204423218452652,262144,4060,sharded,18933.125352316307,4,4.6875
memo,1000,1000,1000,1000,0.01,8,38.714594795385885,262144,4060,sharded,6457.538851208533,4,37.5
memo,1000,1000,1000,1000,0.01,8,1381.8094847787643,262144,4060,sharded,180.92291502835255,4,1200.0
memo,1000,1000,1000,1000,0.01,8,14.65214108761388,131072,8120,sharded,8531.244631930895,8,9.375
memo,1000,1000,1000,1000,0.01,8,47.49414746163596,131072,8120,sharded,2631.92428290183,8,37.5
memo,1000,1000,1000,1000,0.01,8,249.9328998827061,131072,8120,sharded,500.1382373375541,8,300.0
memo,1000,1000,1000,1000,0.01,8,1099.951781185987,131072,8120,sharded,113.64225426792959,8,1200.0
memo,1000,1000,1000,1000,0.01,8,26.641919208254553,131072,8120,sharded,4691.891714815745,8,18.75
memo,1000,1000,1000,1000,0.01,8,7.815842134929615,131072,8120,sharded,15993.286179791256,8,4.6875
memo,1000,1000,1000,1000,0.01,8,118.71899693956432,131072,8120,sharded,1052.9148933395522,8,75.0
memo,1000,1000,1000,1000,0.01,8,597.2203714492678,131072,8120,sharded,209.30464862854816,8,600.0
